product_id,name,cleaned_name,price,brand,category,subcategory,volume_weight,is_multipack,product_type,url,image_url,slug,allergens,certifications,ingredients,country_of_origin,storage_advice,allergy_warning,description
N/A,BROOKE BOND RED LABEL TEA 450G,Brooke Bond Red Label Tea,,OK,BEVERAGES,TEA & COFFEE,450g,False,single,https://www.lakshmiwholesale.com/products/brooke-bond-red-label-tea-500g,//www.lakshmiwholesale.com/cdn/shop/products/e143046e8ab08a4cf167f186430110f1.jpg?v=1749643537,brooke-bond-red-label-tea,"soy, milk, nuts, peanuts",,"traces of nuts, milk, soy, and peanuts",,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","BROOKE BOND RED LABEL TEA 450G
Brooke Bond Red Label Tea is a cherished choice among tea enthusiasts, known for its rich flavor and aroma. This 450g pack is perfect for those who appreciate a strong and invigorating cup of tea. Whether you are enjoying it with breakfast, during an afternoon break, or while hosting guests, Brooke Bond Red Label Tea promises a delightful experience with every sip.
For those looking to buy in bulk, Lakshmi Wholesale UK offers a convenient online platform to shop fo"
N/A,TATA TEA GOLD 250G,Tata Tea Gold,,Tata,BEVERAGES,TEA & COFFEE,250g,False,single,https://www.lakshmiwholesale.com/products/tata-tea-gold-250g,//www.lakshmiwholesale.com/cdn/shop/products/a02197e7ca1f80a05555f287a2cef098_611be576-a9f5-430d-af1b-d15c7dd36e5b.jpg?v=1749643530,tata-tea-gold,"soy, milk, nuts, peanuts",,"traces of nuts, milk, soy, and peanuts",,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","TATA TEA GOLD 250G
TATA TEA GOLD 250G is a premium blend that embodies the rich tradition of Indian tea. Known for its robust flavor and golden color, this tea offers a refreshing experience with every sip. Whether you’re enjoying a quiet moment alone or hosting friends and family, TATA TEA GOLD delivers a delightful cup that is sure to impress.
For those seeking to buy this exceptional tea in bulk, **
Lakshmi Wholesale UK
** is your go-to destination. We specialize in Indian wholesale groceries"
N/A,NARASUS INSTA MASTER EXTRA-STRONG COFFEE 100G,Narasus Insta Master Extra-strong Coffee,,Narasus,BEVERAGES,TEA & COFFEE,100g,False,single,https://www.lakshmiwholesale.com/products/narasus-insta-master-extra-strong-coffee-100g,//www.lakshmiwholesale.com/cdn/shop/files/NARASUSINSTASTRONGCOFFEE100G_712119a7-d125-479b-97a5-c41aa2ca01a9.png?v=1752953134,narasus-insta-master-extra-strong-coffee,milk,,,,,,"NARASUS INSTA MASTER EXTRA-STRONG COFFEE 100G
Awaken your senses with
Narasus Insta Master Extra-Strong Coffee 100g
, available at Lakshmi Wholesale UK, your go-to
online bulk grocery retailer
. Specially formulated for those who appreciate a bold and invigorating cup, this instant coffee delivers an unparalleled richness and depth of flavor. Made from the finest coffee beans, Narasus Insta Master Extra-Strong Coffee provides a quick and convenient way to enjoy your favorite brew anytime.
Just a"
N/A,NARASUS COFFEE INSTANT 100G,Narasus Coffee Instant,,Narasus,BEVERAGES,TEA & COFFEE,100g,False,single,https://www.lakshmiwholesale.com/products/narasus-coffee-instant-100g-lakshmi-wholesale-uk,//www.lakshmiwholesale.com/cdn/shop/products/NARASUS-COFFEE-INSTANT-100G.jpg?v=1752953171,narasus-coffee-instant,"soy, milk, nuts, peanuts",,"traces of nuts, milk, soy, and peanuts",,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","NARASUS COFFEE INSTANT 100G
NARASUS COFFEE INSTANT 100G is the perfect choice for coffee lovers seeking authentic Indian flavor in the UK. This premium instant coffee offers a rich and aromatic experience, capturing the essence of traditional South Indian coffee culture. Sourced from the finest coffee beans, NARASUS COFFEE is carefully crafted to deliver a smooth and delightful taste, making it an ideal option for a quick pick-me-up any time of the day.
For those looking to stock up, you can eas"
N/A,NARASUS SUKKU COFFEE 200G,Narasus Sukku Coffee,,Narasus,BEVERAGES,TEA & COFFEE,200g,False,single,https://www.lakshmiwholesale.com/products/narasus-sukku-coffee-200g-lakshmi-wholesale-uk,//www.lakshmiwholesale.com/cdn/shop/products/NARASUS-SUKKU-COFFEE-200G.jpg?v=1752953170,narasus-sukku-coffee,"soy, milk, nuts, peanuts",,"traces of nuts, milk, soy, and peanuts",,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","NARASUS SUKKU COFFEE 200G
NARASUS SUKKU COFFEE 200G is a premium blend that offers a rich and aromatic coffee experience, perfect for coffee enthusiasts seeking authentic Indian flavors. Sourced from the finest coffee beans, this unique blend is specially crafted to deliver a robust taste that will invigorate your senses. Whether you prefer a strong cup to kickstart your day or a smooth brew for your afternoon break, NARASUS SUKKU COFFEE is your ideal choice.
Available for purchase at Lakshmi Wh"
N/A,NARASUS INSTA STRONG COFFEE 100G,Narasus Insta Strong Coffee,,Narasus,BEVERAGES,TEA & COFFEE,100g,False,single,https://www.lakshmiwholesale.com/products/narasus-insta-strong-coffee-100g,//www.lakshmiwholesale.com/cdn/shop/files/NARASUSINSTASTRONGCOFFEE100GNEW.png?v=1752953132,narasus-insta-strong-coffee,milk,,,,,,"NARASUS INSTA STRONG COFFEE 100G
Experience the rich aroma and bold flavor of
Narasus Insta Strong Coffee 100g
, now available at Lakshmi Wholesale UK, your premier
online bulk grocery retailer
. This instant coffee is specially crafted for coffee lovers who crave a robust cup without the wait. Made from high-quality coffee beans, Narasus Insta Strong Coffee offers a quick and convenient way to enjoy your favorite brew at any time of the day.
With just a spoonful of this instant coffee, you can "
N/A,BRU GREEN LABEL FILTER COFFEE 500G,Bru Green Label Filter Coffee,,Bru,BEVERAGES,TEA & COFFEE,500g,False,single,https://www.lakshmiwholesale.com/products/bru-green-label-filter-coffee-500g,//www.lakshmiwholesale.com/cdn/shop/products/61_7gRSw9aL_afd22ea9-b7a1-4978-811c-b7ab4d26f876.jpg?v=1749643536,bru-green-label-filter-coffee,"soy, milk, nuts, peanuts",,"traces of nuts, milk, soy, and peanuts",,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","BRU GREEN LABEL FILTER COFFEE 500G
Discover the rich taste of BRU Green Label Filter Coffee 500g, a popular choice for coffee enthusiasts in India and around the world. This premium filter coffee blend is crafted from the finest Arabica and Robusta beans, offering a balanced flavor profile that’s both aromatic and invigorating. Ideal for a refreshing start to your day or a comforting afternoon pick-me-up, BRU Green Label delivers a delightful coffee experience.
At
Lakshmi Wholesale UK
, we under"
N/A,NARASUS UDHAYAM FILTER COFFEE 200G,Narasus Udhayam Filter Coffee,,Narasus,BEVERAGES,TEA & COFFEE,200g,False,single,https://www.lakshmiwholesale.com/products/narasus-udhayam-filter-coffee-200g,//www.lakshmiwholesale.com/cdn/shop/files/NARASUS_UDHAYAM_FILTER_COFFEE_200G.jpg?v=1752953122,narasus-udhayam-filter-coffee,"soy, milk, nuts, peanuts",,"traces of nuts, milk, soy, and peanuts",,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","NARASUS UDHAYAM FILTER COFFEE 200G
NARASUS UDHAYAM FILTER COFFEE 200G offers an authentic, rich coffee experience that is perfect for coffee lovers seeking the traditional taste of South India. Known for its smooth, full-bodied flavor, this premium filter coffee is made from high-quality Arabica and Robusta beans, expertly blended to create a strong yet balanced brew. The aromatic fragrance and deep flavor make it a beloved choice for those who appreciate a cup of authentic Indian filter coffee."
N/A,TATA TEA CHAKRA GOLD PREMIUM LEAF TEA 500G,Tata Tea Chakra Gold Premium Leaf Tea,,Tata,BEVERAGES,TEA & COFFEE,500g,False,single,https://www.lakshmiwholesale.com/products/tata-tea-gold-loose-leaf-450g,//www.lakshmiwholesale.com/cdn/shop/files/61cVbY5WeZL._SX679_2a95393e-2515-4e87-816e-e28481ba550d.jpg?v=1749643529,tata-tea-chakra-gold-premium-leaf-tea,,,,,,,"TATA TEA CHAKRA GOLD PREMIUM LEAF TEA 500G
Discover the rich tradition of Indian tea with TATA Tea Chakra Gold Premium Leaf Tea. This premium 500g pack is crafted by Tata, a brand synonymous with quality and authenticity. Perfectly blended for a strong, invigorating taste, this tea delivers a bold flavor profile that is ideal for starting your day or enjoying a relaxing afternoon. Each leaf is carefully selected to ensure a fresh and aromatic cup every time.
Available exclusively at Lakshmi Whol"
N/A,TATA TEA PREMIUM 450G,Tata Tea Premium,,Tata,BEVERAGES,TEA & COFFEE,450g,False,single,https://www.lakshmiwholesale.com/products/tata-tea-premium-450g,//www.lakshmiwholesale.com/cdn/shop/products/TATATEAPREMIUM450G.png?v=1749643529,tata-tea-premium,"soy, milk, nuts, peanuts",,"traces of nuts, milk, soy, and peanuts",,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","TATA TEA PREMIUM 450G
TATA TEA PREMIUM 450G is a popular choice among tea lovers, renowned for its rich flavor and invigorating aroma. Sourced from the finest tea estates in India, this premium blend captures the essence of traditional Indian tea, making it a delightful addition to your daily routine. Whether you enjoy it plain or with milk and spices, TATA TEA PREMIUM offers a refreshing experience that rejuvenates the senses.
For those seeking
Indian wholesale groceries online in the UK
, Laks"
N/A,777 NANNARI SHARBAT 750ML,777 Nannari Sharbat,,777,BEVERAGES,SOFT DRINKS,750ml,False,single,https://www.lakshmiwholesale.com/products/777-nannari-sharbat-750ml,//www.lakshmiwholesale.com/cdn/shop/files/777-NANNARI-SHARBAT-750ML.png?v=1749643011,777-nannari-sharbat,,,,,,,"777 NANNARI SHARBAT 750ML
Experience the delightful essence of tradition with
777 Nannari Sharbat
750ml, a unique beverage made from the fragrant and refreshing Nannari root (sarsaparilla). Known for its cooling properties, this sharbat is perfect for quenching thirst during warm weather or as a refreshing drink at any time of the year.
Rich in flavor, this sharbat showcases the natural sweetness of the Nannari root, complemented by a hint of herbal undertones, creating a perfectly balanced drin"
N/A,777 SHARBAT 750ML - ROSE SHARBAT,777 Sharbat - Rose Sharbat,,777,BEVERAGES,SOFT DRINKS,750ml,False,single,https://www.lakshmiwholesale.com/products/777-sharbat-750ml-rose-sharbat,//www.lakshmiwholesale.com/cdn/shop/files/777-ROSE-SHARBAT-750ML.png?v=1749643010,777-sharbat-rose-sharbat,,,,,,,"777 SHARBAT 750ML - ROSE SHARBAT
Indulge in the refreshing taste of
777 Rose Sharbat
750ml, a delightful beverage that combines the aromatic essence of roses with the sweetness you crave. This beautifully crafted sharbat is made from premium-quality rose extracts, offering a vibrant color and a rich floral flavor that instantly elevates any drink.
Perfect for warm weather, this sharbat can be served chilled or used as a mixer for cocktails and mocktails. Its versatility makes it an excellent add"
N/A,GEN - LAP 250ML,Gen - Lap,,Gen,BEVERAGES,SOFT DRINKS,250ml,False,single,https://www.lakshmiwholesale.com/products/limca-bottle-250ml,//www.lakshmiwholesale.com/cdn/shop/files/Untitled_design_2_c0e62435-2acc-42b7-bb69-dbc9232d0e3f.png?v=1753357541,gen-lap,,,,,,,"LIMCA PET BOTTLE 250ML
LIMCA PET BOTTLE 250ML
is the ultimate refreshing lemon-lime soft drink that delivers a zesty and thirst-quenching experience. Known for its unique blend of lemony tang and fizzy bubbles, Limca is the perfect drink to keep you cool and refreshed on hot days. Its crisp, citrus flavor and light carbonation make it a refreshing choice for any occasion, whether you're enjoying a meal or need a quick pick-me-up.
The convenient 250ml bottle is perfect for on-the-go enjoyment, gi"
N/A,GEN MMD 1.2L,Gen Mmd,,Gen,BEVERAGES,SOFT DRINKS,1.2l,False,single,https://www.lakshmiwholesale.com/products/maaza-1-2l,//www.lakshmiwholesale.com/cdn/shop/files/Untitleddesign_90_ccd74899-502e-4e3a-9d67-5cc112e8324c.png?v=1752953131,gen-mmd,,,,,,,"MAAZA 1.2L
Savor the tropical goodness of MAAZA 1.2L, the ultimate mango drink that brings the essence of ripe, juicy mangoes to your glass. Renowned for its rich flavor and smooth texture, MAAZA is crafted from high-quality mango pulp, ensuring each sip is filled with the authentic sweetness and aroma of fresh mangoes. Perfect for family gatherings, parties, or simply as a refreshing treat, this large bottle is ideal for sharing and enjoying with loved ones.
The generous 1.2L packaging makes it"
N/A,GEN MMD 600ML,Gen Mmd,,Gen,BEVERAGES,SOFT DRINKS,600ml,False,single,https://www.lakshmiwholesale.com/products/maaza-mango-drink-600ml,//www.lakshmiwholesale.com/cdn/shop/files/MAAZAMANGODRINK600ML.png?v=1749643017,gen-mmd,,,,,,,"MAAZA MANGO DRINK 600ML
Indulge in the delightful taste of
Maaza Mango Drink 600ml
, a refreshing beverage that captures the essence of ripe, juicy mangoes in every sip. This drink is a perfect blend of sweetness and a hint of tanginess, making it a favorite among mango lovers. Crafted with high-quality ingredients, Maaza delivers a rich mango flavor that is both satisfying and thirst-quenching.
Perfect for restaurants, cafes, and small retail shops, this mango drink can be served as a refreshin"
N/A,NAGA DOUBLE ROASTED SOOJI (RAVA) 500G,Naga Double Roasted Sooji (rava),,Naga,RAVA,RAVA,500g,False,single,https://www.lakshmiwholesale.com/products/naga-double-roasted-rava-500g,//www.lakshmiwholesale.com/cdn/shop/files/415cLtucvBL._BO30_255_255_255_UF900_850_SR1910_1000_0_C_ZA979_500_900_420_420_AmazonEmber_50_4_0_0_PIRIOFOURANDHALF-medium_BottomLeft_30_-20_QL100.jpg?v=1749642477,naga-double-roasted-sooji-rava,,,,,,,NAGA DOUBLE ROASTED SOOJI (RAVA) 500G
N/A,NAGA DOUBLE ROASTED SOOJI (RAVA) 1KG,Naga Double Roasted Sooji (rava),,Naga,RAVA,RAVA,1kg,False,single,https://www.lakshmiwholesale.com/products/naga-double-roasted-rava-1kg,//www.lakshmiwholesale.com/cdn/shop/files/naga-sooji-1kg.webp?v=1749642476,naga-double-roasted-sooji-rava,,,,,,,NAGA DOUBLE ROASTED SOOJI (RAVA) 1KG
N/A,NAGA BROKEN SAMBA WHEAT (RAVA) 500G,Naga Broken Samba Wheat (rava),,OK,RAVA,RAVA,500g,False,single,https://www.lakshmiwholesale.com/products/naga-special-samba-rava-500g,//www.lakshmiwholesale.com/cdn/shop/files/1625668973-Naga-BrokenSambaWheat_SambaRava_500g-Front.jpg?v=1749642474,naga-broken-samba-wheat-rava,wheat,,,,,,NAGA BROKEN SAMBA WHEAT (RAVA) 500G
N/A,NATIVE FOOD STORE MILLET RAVA 500G - MAKKA CHOLAM (MAIZE - CORN),Native Food Store Millet Rava - Makka Cholam (maize - Corn),,NATIVE FOOD STORE,RAVA,MILLET RAVA,500g,False,single,https://www.lakshmiwholesale.com/products/native-food-store-millet-rava-500g-makka-cholam-maize-cornbuy1-get1-free,//www.lakshmiwholesale.com/cdn/shop/files/NATIVEFOODSTOREMAIZERAVA-500GMS.jpg?v=1749642855,native-food-store-millet-rava-makka-cholam-maize-corn,gluten,gluten-free,that brings a delightful texture and a mild flavor to your dishes,,,,"NATIVE FOOD STORE MILLET RAVA 500G - MAKKA CHOLAM (MAIZE - CORN)
Explore the wholesome benefits of
Native Food Store Millet Rava 500g - Makka Cholam (Maize - Corn)
, available at Lakshmi Wholesale UK, your trusted
online bulk grocery retailer.
This high-quality millet rava, made from maize, is a versatile ingredient that brings a delightful texture and a mild flavor to your dishes. Packed with essential nutrients, it’s an excellent source of energy, making it a perfect addition to a balanced die"
N/A,NATIVE FOOD STORE MILLET RAVA 500G - KAMBU (PEARL MILLET),Native Food Store Millet Rava - Kambu (pearl Millet),,NATIVE FOOD STORE,RAVA,MILLET RAVA,500g,False,single,https://www.lakshmiwholesale.com/products/native-food-store-pearl-millet-kambu-rava-500-gms,//www.lakshmiwholesale.com/cdn/shop/products/NATIVEFOODSTOREPEARLMILLET_KAMBU_RAVA-500GMSFRONT.png?v=1749643504,native-food-store-millet-rava-kambu-pearl-millet,"soy, milk, nuts, peanuts",,that elevate your culinary experience,,"Store in a cool, dry place, away from direct sunlight.","Due to shared processing equipment, it may contain traces of nuts, milk, soy, and peanuts.","NATIVE FOOD STORE MILLET RAVA 500G - KAMBU (PEARL MILLET)
Discover the health benefits of NATIVE FOOD STORE MILLET RAVA 500G - KAMBU (Pearl Millet), a staple in Indian cuisine renowned for its rich nutritional profile and versatility. Perfect for creating wholesome dishes, this millet rava is ideal for both traditional recipes and modern culinary innovations.
Millet, a superfood packed with protein, fiber, and essential minerals, is gaining popularity among health-conscious consumers. NATIVE FOO"
